Column1,Column2,Column3,Column4,Column5
                 Frequency                      ,S11(S)_Ry20,S11_Shisted,S11(S)_Rx20,S11(M)_Rx20
4.4359999,-3.4609494,-3.3631465,-2.993200385,-2.430313278
4.4400001,-3.4955102,-3.395997,-3.02243733,-2.454582218
4.4439998,-3.5323467,-3.4281995,-3.051097555,-2.480449176
4.448,-3.5707937,-3.4609494,-3.080244966,-2.507447044
4.4520001,-3.6094889,-3.4955102,-3.111004078,-2.5346192
4.4559999,-3.6473058,-3.5323467,-3.143788563,-2.561174606
4.46,-3.6841236,-3.5707937,-3.178006393,-2.587028433
4.4640002,-3.7209128,-3.6094889,-3.212445121,-2.612862177
4.4679999,-3.7590668,-3.6473058,-3.246102162,-2.639654298
4.4720001,-3.7994378,-3.6841236,-3.278870004,-2.668003218
4.4759998,-3.8417247,-3.7209128,-3.311612392,-2.697697502
4.48,-3.8846588,-3.7590668,-3.345569452,-2.727846256
4.4840002,-3.9268552,-3.7994378,-3.381499642,-2.75747699
4.4879999,-3.967755,-3.8417247,-3.419134983,-2.786197239
4.4920001,-4.0080225,-3.8846588,-3.457346332,-2.81447348
4.4959998,-4.0490862,-3.9268552,-3.494901128,-2.843308821
4.5,-4.0921549,-3.967755,-3.53130195,-2.873552092
4.5040002,-4.1373703,-4.0080225,-3.567140025,-2.905302798
4.5079999,-4.1836834,-4.0490862,-3.603686718,-2.93782432
4.5120001,-4.2295523,-4.0921549,-3.642017861,-2.970033921
4.5159998,-4.2739821,-4.1373703,-3.682259567,-3.00123297
4.52,-4.3172169,-4.1836834,-3.723478226,-3.031592879
4.5240002,-4.3605693,-4.2295523,-3.764301547,-3.062035368
4.5279999,-4.4055094,-4.2739821,-3.803844069,-3.093592756
4.5320001,-4.4526386,-4.3172169,-3.842323041,-3.126687351
4.5359998,-4.5012399,-4.3605693,-3.880906677,-3.16081567
4.54,-4.549745,-4.4055094,-3.920903366,-3.194876436
4.5440001,-4.5967899,-4.4526386,-3.962848354,-3.227911836
4.5479999,-4.6421517,-4.5012399,-4.006103511,-3.259765345
4.552,-4.6869058,-4.549745,-4.04927305,-3.291192122
4.5560002,-4.7326818,-4.5967899,-4.091143011,-3.323336487
4.5599999,-4.7805232,-4.6421517,-4.131515013,-3.356931196
4.5640001,-4.8301377,-4.6869058,-4.171346162,-3.391770994
4.5679998,-4.8800673,-4.7326818,-4.212086802,-3.426832059
4.572,-4.9286601,-4.7805232,-4.254665648,-3.460954409
4.5760002,-4.9752036,-4.8301377,-4.298822553,-3.49363772
4.5799999,-5.02042,-4.8800673,-4.343259897,-3.525389128
4.5840001,-5.0659618,-4.9286601,-4.386507489,-3.557369036
4.5879998,-5.1132567,-4.9752036,-4.427931204,-3.590579987
4.592,-5.1624948,-5.02042,-4.4681738,-3.625155474
4.5960002,-5.2124546,-5.0659618,-4.508706002,-3.660237745
4.5999999,-5.2613155,-5.1132567,-4.550798463,-3.694548357
4.6040001,-5.3079007,-5.1624948,-4.594620372,-3.727260951
4.6079998,-5.3524993,-5.2124546,-4.639084594,-3.758578533
4.612,-5.396673,-5.2613155,-4.682570795,-3.789597747
4.6160002,-5.4421718,-5.3079007,-4.724031623,-3.82154746
4.6199999,-5.4896981,-5.3524993,-4.763724377,-3.854920903
4.6240001,-5.5383938,-5.396673,-4.80303897,-3.88911551
4.6279998,-5.5863889,-5.4421718,-4.843532902,-3.922818149
4.632,-5.6320759,-5.4896981,-4.885831309,-3.954900018
4.6360002,-5.6752245,-5.5383938,-4.929170482,-3.985199396
4.6399999,-5.7171504,-5.5863889,-4.971886121,-4.014640182
4.6440001,-5.7598057,-5.6320759,-5.012547551,-4.044593161
4.6479998,-5.8044074,-5.6752245,-5.050949805,-4.07591292
4.652,-5.8505773,-5.7171504,-5.088263856,-4.108333886
4.6560001,-5.8965598,-5.7598057,-5.126227073,-4.140623257
4.6599998,-5.940425,-5.8044074,-5.165922586,-4.171425839
4.664,-5.9814023,-5.8505773,-5.207013797,-4.200200509
4.6680002,-6.0204323,-5.8965598,-5.247938222,-4.227607765
4.6719999,-6.0595254,-5.940425,-5.28697825,-4.255059331
4.6760001,-6.1003564,-5.9814023,-5.323448047,-4.283731268
4.6799998,-6.1430829,-6.0204323,-5.358184747,-4.313734243
4.684,-6.1862086,-6.0595254,-5.392977606,-4.344017541
4.6880002,-6.2275939,-6.1003564,-5.429317196,-4.373078713
4.6919999,-6.2659429,-6.1430829,-5.467343781,-4.400007764
4.6960001,-6.301727,-6.1862086,-5.505725654,-4.425135717
4.6999998,-6.3368739,-6.2275939,-5.542558571,-4.449816221
4.704,-6.3734349,-6.2659429,-5.576689181,-4.475489721
4.7080002,-6.412151,-6.301727,-5.60853703,-4.502676554
4.7119999,-6.4519173,-6.3368739,-5.639817771,-4.530600847
4.7160001,-6.4905292,-6.3734349,-5.672357061,-4.55771451
4.7199998,-6.5262129,-6.412151,-5.70681439,-4.582771961
4.724,-6.558886,-6.4519173,-5.742206397,-4.605715338
4.7280002,-6.5902451,-6.4905292,-5.776570988,-4.627736012
4.7319999,-6.6226032,-6.5262129,-5.808329481,-4.650458193
4.7360001,-6.6572853,-6.558886,-5.83740854,-4.674812311
4.7399998,-6.6936941,-6.5902451,-5.865318139,-4.700378934
4.744,-6.7297086,-6.6226032,-5.894116848,-4.725668676
4.7480001,-6.7631536,-6.6572853,-5.924983917,-4.749154089
4.7519999,-6.7933375,-6.6936941,-5.957387749,-4.770349526
4.756,-6.8215744,-6.7297086,-5.989440654,-4.790177759
4.7600002,-6.850296,-6.7631536,-6.019206704,-4.810346354
4.7639999,-6.881373,-6.7933375,-6.046070375,-4.832168934
4.7680001,-6.914816,-6.8215744,-6.071201216,-4.855652943
4.7719998,-6.9487541,-6.850296,-6.09676344,-4.879484617
4.776,-6.9807336,-6.881373,-6.12442197,-4.901940941
4.7800002,-7.0094452,-6.914816,-6.15418624,-4.922102514
4.7839999,-7.0356852,-6.9487541,-6.184391149,-4.940528504
4.7880001,-7.0618417,-6.9807336,-6.212852904,-4.95889586
4.7919998,-7.0902587,-7.0094452,-6.238406228,-4.978850562
4.796,-7.1216157,-7.0356852,-6.261759828,-5.000869761
4.8000002,-7.1544582,-7.0618417,-6.285039113,-5.023932093
4.8039999,-7.1861966,-7.0902587,-6.310330243,-5.046219114
4.8080001,-7.2149328,-7.1216157,-6.338237973,-5.066397961
4.8119998,-7.2408273,-7.1544582,-6.367467798,-5.084581338
4.816,-7.2660397,-7.1861966,-6.395714974,-5.102285738
4.8200002,-7.293261,-7.2149328,-6.421290192,-5.121400807
4.8239999,-7.3238619,-7.2408273,-6.444336297,-5.142889065
4.8280001,-7.3569498,-7.2660397,-6.466775333,-5.166123719
4.8319998,-7.3899818,-7.293261,-6.49100229,-5.18931912
4.836,-7.4205498,-7.3238619,-6.518237091,-5.210784275
4.8400002,-7.4481083,-7.3569498,-6.547685322,-5.230136129
4.8439999,-7.4744173,-7.3899818,-6.577083802,-5.248610572
4.848,-7.5023708,-7.4205498,-6.604289322,-5.268239799
4.8520002,-7.5340198,-7.4481083,-6.628816387,-5.290464044
4.8559999,-7.5691665,-7.4744173,-6.652231397,-5.315144408
4.8600001,-7.6055077,-7.5023708,-6.677110012,-5.340663562
4.8639998,-7.6402469,-7.5340198,-6.705277622,-5.365057776
4.868,-7.6720957,-7.5691665,-6.736558185,-5.387422321
4.8720002,-7.702247,-7.6055077,-6.768901853,-5.408594866
4.8759999,-7.7336169,-7.6402469,-6.799819741,-5.430623123
4.8800001,-7.7688725,-7.6720957,-6.828165173,-5.455379958
4.8839998,-7.8086096,-7.702247,-6.85499983,-5.483283747
4.888,-7.8509559,-7.7336169,-6.882919041,-5.513019743
4.8920002,-7.8928822,-7.7688725,-6.914296525,-5.54246081
4.8959999,-7.932362,-7.8086096,-6.949662544,-5.57018392
4.9000001,-7.9698723,-7.8509559,-6.987350751,-5.596524028
4.9039998,-8.0081618,-7.8928822,-7.024665158,-5.623411298
4.908,-8.0504157,-7.932362,-7.05980218,-5.653082409
4.9120002,-8.098102,-7.9698723,-7.093186347,-5.686568205
4.9159999,-8.1499873,-8.0081618,-7.127264002,-5.723002582
4.9200001,-8.2030155,-8.0504157,-7.164869973,-5.760239514
4.9239998,-8.2544853,-8.098102,-7.20731078,-5.796382123
4.928,-8.3040481,-8.1499873,-7.253488697,-5.831185616
4.9320002,-8.3540797,-8.2030155,-7.300683795,-5.866318306
4.9359999,-8.4081397,-8.2544853,-7.346491917,-5.904279779
4.9400001,-8.4685703,-8.3040481,-7.390602809,-5.94671475
4.9439998,-8.5349123,-8.3540797,-7.435130933,-5.993300766
4.948,-8.60423,-8.4081397,-7.483244333,-6.041976348
4.9520001,-8.6731755,-8.4685703,-7.537027567,-6.090390568
4.9559999,-8.7404101,-8.5349123,-7.596071947,-6.137603376
4.96,-8.8076627,-8.60423,-7.6577647,-6.184828825
4.9640002,-8.8786247,-8.6731755,-7.719126195,-6.234659051
4.9679999,-8.9564231,-8.7404101,-7.778964989,-6.289289865
4.9720001,-9.0414389,-8.8076627,-7.838819803,-6.34898881
4.9759998,-9.1309882,-8.8786247,-7.901975983,-6.411871224
4.98,-9.2211749,-8.9564231,-7.971216559,-6.475201227
4.9840002,-9.3096946,-9.0414389,-8.046880621,-6.537360645
4.9879999,-9.3976508,-9.1309882,-8.126579498,-6.599124368
4.9920001,-9.4890182,-9.2211749,-8.206845661,-6.66328347
4.9959998,-9.588069,-9.3096946,-8.285628194,-6.732837932
5,-9.6965401,-9.3976508,-8.363909212,-6.809007424
