Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]      Abs(Theta)[dBi]    Phase(Theta)[deg.]    Abs(Phi)[dBi]      Phase(Phi)[deg.]      Ax.Ratio[dB]    
  80.000         270.000           -2.161e+01          -2.165e+01             215.131          -4.229e+01             337.731           2.216e+01     
  79.000         270.000           -2.081e+01          -2.084e+01             218.618          -4.228e+01             337.573           2.262e+01     
  78.000         270.000           -2.005e+01          -2.007e+01             221.579          -4.228e+01             337.414           2.313e+01     
  77.000         270.000           -1.932e+01          -1.935e+01             224.127          -4.227e+01             337.256           2.366e+01     
  76.000         270.000           -1.864e+01          -1.866e+01             226.347          -4.226e+01             337.098           2.419e+01     
  75.000         270.000           -1.798e+01          -1.800e+01             228.306          -4.225e+01             336.940           2.473e+01     
  74.000         270.000           -1.736e+01          -1.738e+01             230.054          -4.225e+01             336.784           2.525e+01     
  73.000         270.000           -1.677e+01          -1.679e+01             231.632          -4.225e+01             336.628           2.576e+01     
  72.000         270.000           -1.621e+01          -1.622e+01             233.071          -4.224e+01             336.474           2.626e+01     
  71.000         270.000           -1.567e+01          -1.568e+01             234.394          -4.224e+01             336.322           2.675e+01     
  70.000         270.000           -1.515e+01          -1.516e+01             235.622          -4.224e+01             336.171           2.723e+01     
  69.000         270.000           -1.465e+01          -1.466e+01             236.771          -4.224e+01             336.023           2.769e+01     
  68.000         270.000           -1.417e+01          -1.418e+01             237.852          -4.224e+01             335.877           2.815e+01     
  67.000         270.000           -1.371e+01          -1.372e+01             238.876          -4.224e+01             335.733           2.859e+01     
  66.000         270.000           -1.326e+01          -1.327e+01             239.852          -4.225e+01             335.593           2.902e+01     
  65.000         270.000           -1.283e+01          -1.283e+01             240.787          -4.225e+01             335.455           2.945e+01     
  64.000         270.000           -1.240e+01          -1.241e+01             241.685          -4.226e+01             335.322           2.987e+01     
  63.000         270.000           -1.199e+01          -1.200e+01             242.552          -4.227e+01             335.192           3.028e+01     
  62.000         270.000           -1.159e+01          -1.160e+01             243.392          -4.228e+01             335.066           3.068e+01     
  61.000         270.000           -1.120e+01          -1.121e+01             244.207          -4.229e+01             334.945           3.108e+01     
  60.000         270.000           -1.082e+01          -1.083e+01             245.001          -4.230e+01             334.829           3.148e+01     
  59.000         270.000           -1.045e+01          -1.045e+01             245.775          -4.232e+01             334.718           3.187e+01     
  58.000         270.000           -1.009e+01          -1.009e+01             246.532          -4.234e+01             334.612           3.225e+01     
  57.000         270.000           -9.731e+00          -9.733e+00             247.272          -4.235e+01             334.512           3.263e+01     
  56.000         270.000           -9.382e+00          -9.384e+00             247.998          -4.238e+01             334.418           3.301e+01     
  55.000         270.000           -9.039e+00          -9.041e+00             248.709          -4.240e+01             334.330           3.338e+01     
  54.000         270.000           -8.703e+00          -8.705e+00             249.408          -4.242e+01             334.249           3.375e+01     
  53.000         270.000           -8.373e+00          -8.374e+00             250.094          -4.245e+01             334.175           3.412e+01     
  52.000         270.000           -8.048e+00          -8.050e+00             250.768          -4.248e+01             334.109           3.449e+01     
  51.000         270.000           -7.730e+00          -7.731e+00             251.431          -4.251e+01             334.050           3.486e+01     
  50.000         270.000           -7.416e+00          -7.417e+00             252.083          -4.255e+01             333.999           3.522e+01     
  49.000         270.000           -7.108e+00          -7.109e+00             252.724          -4.259e+01             333.957           3.558e+01     
  48.000         270.000           -6.805e+00          -6.806e+00             253.355          -4.263e+01             333.924           3.594e+01     
  47.000         270.000           -6.506e+00          -6.507e+00             253.976          -4.267e+01             333.900           3.630e+01     
  46.000         270.000           -6.213e+00          -6.214e+00             254.588          -4.272e+01             333.885           3.665e+01     
  45.000         270.000           -5.924e+00          -5.925e+00             255.189          -4.276e+01             333.880           3.701e+01     
  44.000         270.000           -5.640e+00          -5.640e+00             255.781          -4.282e+01             333.886           3.736e+01     
  43.000         270.000           -5.360e+00          -5.360e+00             256.363          -4.287e+01             333.902           3.772e+01     
  42.000         270.000           -5.084e+00          -5.085e+00             256.936          -4.293e+01             333.930           3.807e+01     
  41.000         270.000           -4.813e+00          -4.814e+00             257.500          -4.299e+01             333.969           3.842e+01     
  40.000         270.000           -4.547e+00          -4.547e+00             258.055          -4.306e+01             334.020           3.877e+01     
  39.000         270.000           -4.284e+00          -4.285e+00             258.601          -4.313e+01             334.084           3.912e+01     
  38.000         270.000           -4.026e+00          -4.027e+00             259.138          -4.320e+01             334.160           3.947e+01     
  37.000         270.000           -3.772e+00          -3.773e+00             259.666          -4.328e+01             334.250           3.982e+01     
  36.000         270.000           -3.523e+00          -3.523e+00             260.185          -4.336e+01             334.354           4.000e+01     
  35.000         270.000           -3.278e+00          -3.278e+00             260.696          -4.344e+01             334.473           4.000e+01     
  34.000         270.000           -3.036e+00          -3.037e+00             261.198          -4.353e+01             334.607           4.000e+01     
  33.000         270.000           -2.800e+00          -2.800e+00             261.692          -4.363e+01             334.756           4.000e+01     
  32.000         270.000           -2.567e+00          -2.567e+00             262.177          -4.372e+01             334.922           4.000e+01     
  31.000         270.000           -2.339e+00          -2.339e+00             262.655          -4.383e+01             335.105           4.000e+01     
  30.000         270.000           -2.115e+00          -2.115e+00             263.124          -4.393e+01             335.306           4.000e+01     
  29.000         270.000           -1.895e+00          -1.895e+00             263.586          -4.405e+01             335.526           4.000e+01     
  28.000         270.000           -1.679e+00          -1.679e+00             264.040          -4.416e+01             335.765           4.000e+01     
  27.000         270.000           -1.468e+00          -1.468e+00             264.486          -4.428e+01             336.024           4.000e+01     
  26.000         270.000           -1.261e+00          -1.261e+00             264.925          -4.441e+01             336.304           4.000e+01     
  25.000         270.000           -1.058e+00          -1.058e+00             265.357          -4.454e+01             336.607           4.000e+01     
  24.000         270.000           -8.599e-01          -8.600e-01             265.781          -4.468e+01             336.933           4.000e+01     
  23.000         270.000           -6.658e-01          -6.660e-01             266.198          -4.483e+01             337.284           4.000e+01     
  22.000         270.000           -4.761e-01          -4.763e-01             266.609          -4.498e+01             337.660           4.000e+01     
  21.000         270.000           -2.908e-01          -2.910e-01             267.013          -4.513e+01             338.064           4.000e+01     
  20.000         270.000           -1.099e-01          -1.100e-01             267.410          -4.529e+01             338.497           4.000e+01     
  19.000         270.000            6.667e-02           6.655e-02             267.801          -4.546e+01             338.959           4.000e+01     
  18.000         270.000            2.388e-01           2.387e-01             268.185          -4.564e+01             339.454           4.000e+01     
  17.000         270.000            4.065e-01           4.064e-01             268.564          -4.582e+01             339.983           4.000e+01     
  16.000         270.000            5.698e-01           5.697e-01             268.936          -4.600e+01             340.547           4.000e+01     
  15.000         270.000            7.287e-01           7.286e-01             269.303          -4.620e+01             341.150           4.000e+01     
  14.000         270.000            8.830e-01           8.830e-01             269.664          -4.640e+01             341.794           4.000e+01     
  13.000         270.000            1.033e+00           1.033e+00             270.019          -4.661e+01             342.480           4.000e+01     
  12.000         270.000            1.178e+00           1.178e+00             270.369          -4.682e+01             343.214           4.000e+01     
  11.000         270.000            1.319e+00           1.319e+00             270.714          -4.704e+01             343.996           4.000e+01     
  10.000         270.000            1.456e+00           1.456e+00             271.053          -4.727e+01             344.832           4.000e+01     
   9.000         270.000            1.588e+00           1.588e+00             271.388          -4.751e+01             345.724           4.000e+01     
   8.000         270.000            1.715e+00           1.715e+00             271.718          -4.775e+01             346.677           4.000e+01     
   7.000         270.000            1.838e+00           1.838e+00             272.043          -4.800e+01             347.695           4.000e+01     
   6.000         270.000            1.956e+00           1.956e+00             272.363          -4.826e+01             348.784           4.000e+01     
   5.000         270.000            2.070e+00           2.070e+00             272.679          -4.853e+01             349.948           4.000e+01     
   4.000         270.000            2.179e+00           2.179e+00             272.991          -4.880e+01             351.194           4.000e+01     
   3.000         270.000            2.284e+00           2.284e+00             273.298          -4.908e+01             352.527           4.000e+01     
   2.000         270.000            2.384e+00           2.384e+00             273.602          -4.936e+01             353.954           4.000e+01     
   1.000         270.000            2.479e+00           2.479e+00             273.901          -4.965e+01             355.482           4.000e+01     
